0,0
0.00988123,0.167396
0.311549,0.275692
2.38545,0.393718
5.33296,0.304903
8.87741,0.324364
14.487,0.314149
16.2564,0.274645
18.6314,0.49112
20.4216,0.806102
21.9265,1.2885
25.2024,1.76093
27.0013,2.22362
27.6029,2.41067
30.2668,2.51881
32.0913,3.41476
33.8833,3.75928
38.9297,4.2119
42.7735,4.30027
43.6692,4.46761
46.6313,4.62497
47.8333,4.97937
49.3265,5.26483
51.1057,5.39273
53.1953,5.77662
55.8487,5.70752
58.5126,5.81566
59.9843,5.73678
62.9394,5.77598
67.0912,6.08096
69.1582,6.08082
71.8354,6.41544
75.9698,6.42502
78.0501,6.65136
79.5358,6.80881
81.8951,6.75942
83.6737,6.87747
85.443,6.83796
88.4016,6.93624
90.7562,6.80807
91.9297,6.67999
93.3928,6.45341
95.1714,6.57146
98.134,6.73866
101.371,6.55136
104.642,6.94502
106.728,7.26983
110.873,7.45665
113.816,7.28906
113.509,7.09214
114.385,6.92468
115.859,6.87535
117.638,7.00325
118.528,7.07212
121.78,7.15068
123.842,7.06192
125.311,6.93381
126.48,6.72695
127.946,6.55946
130.895,6.49034
133.275,6.78559
134.468,7.00214
136.234,6.89371
136.516,6.66721
137.387,6.42098
139.443,6.24361
141.205,6.07609
143.577,6.24333
144.472,6.40083
145.657,6.46968
148.6,6.29224
150.371,6.29212
155.077,5.97671
156.559,6.06524
159.788,5.74993
160.073,5.57266
165.676,5.44429
169.212,5.32589
171.562,5.11895
172.436,4.91211
174.486,4.63627
175.663,4.56726
179.219,4.78366
181.277,4.62597
181.857,4.43885
183.908,4.17284
184.487,3.98572
185.961,3.94623
189.525,4.29064
193.652,4.18205
196.316,4.29019
200.449,4.28007
202.211,4.11256
203.671,3.82691
206.608,3.5707
210.47,3.96432
211.652,3.98393
214.009,3.88531
215.473,3.67843
216.937,3.47155
219.29,3.304
221.043,2.98878
221.92,2.84102
225.171,2.89004
228.115,2.75199
231.979,3.17516
235.513,3.01737
237.562,2.72183
238.738,2.63313
240.813,2.77085
241.682,2.47539
243.75,2.49495
246.693,2.33721
251.142,2.67171
253.219,2.83897
256.459,2.7009
257.325,2.3759
259.969,2.14924
263.501,1.95208
265.277,2.03073
269.7,1.92213
270.576,1.75467
270.864,1.63649
273.809,1.49844
277.933,1.34062
282.05,1.05479
285.589,0.965939
288.847,1.14297
291.502,1.10341
294.735,0.847176
297.701,1.06361
299.472,1.05365
